playerShort,birthday,height,weight,position,photoID,rater1,rater2
youssuf-mulumbu,25.01.1987,177.0,65.0,,,,
yunus-malli,24.02.1992,179.0,70.0,Attacking Midfielder,170255.jpg,0.25,0.0
zakarie-labidi,08.02.1995,178.0,71.0,,,,
zdenk-pospch,14.12.1978,174.0,72.0,Right Fullback,21828.jpg,0.0,0.25
zdravko-kuzmanovic,22.09.1987,186.0,71.0,Defensive Midfielder,35307.jpg,0.0,0.0
ze-castro,13.01.1983,183.0,76.0,Center Back,29178.jpg,0.25,0.25
zhi-gin-lam,04.06.1991,175.0,67.0,Right Fullback,119437.jpg,0.25,0.25
ziri-hammar,25.07.1992,179.0,77.0,Right Midfielder,,,
zlatan-alomerovic,15.06.1991,187.0,88.0,Goalkeeper,170244.jpg,0.0,0.0
zlatan-ibrahimovic,03.10.1981,192.0,84.0,Center Forward,1274.jpg,0.25,0.25
zlatko-junuzovic,26.09.1987,172.0,69.0,Attacking Midfielder,33158.jpg,0.0,0.25
zoltan-gera,22.04.1979,181.0,76.0,Left Winger,8020.jpg,0.25,0.25
zoltan-stieber,16.10.1988,175.0,67.0,Left Midfielder,100063.jpg,0.0,0.0
zouheir-dhaouadi,01.01.1988,180.0,68.0,,,,
zoumana-camara,03.04.1979,182.0,76.0,Center Back,3955.jpg,0.75,1.0
zubikarai,26.02.1984,185.0,84.0,Goalkeeper,125889.jpg,0.0,0.0
zurutuza,19.07.1986,186.0,78.0,Defensive Midfielder,94763.jpg,0.0,0.0
